Training project, P, R, F1
Ant, 0.3743016759776536, 0.3435897435897436, 0.3582887700534759
ArgoUML, 0.2523364485981308, 0.5538461538461539, 0.34670947030497595
Columba, 0.3127413127413127, 0.4153846153846154, 0.3568281938325991
EMF, 0.27884615384615385, 0.29743589743589743, 0.2878411910669975
Hibernate, 0.32706766917293234, 0.4461538461538462, 0.3774403470715835
JEdit, 0.746268656716418, 0.7692307692307693, 0.7575757575757576
JFreeChart, 0.3791469194312796, 0.41025641025641024, 0.3940886699507389
JMeter, 0.34782608695652173, 0.3282051282051282, 0.3377308707124011
JRuby, 0.4224137931034483, 0.5025641025641026, 0.45901639344262296
SQuirrel, 0.4158878504672897, 0.4564102564102564, 0.4352078239608802
Dubbo, 0.31, 0.31794871794871793, 0.31392405063291134
Gradle, 0.4105263157894737, 0.2, 0.2689655172413793
Groovy, 0.415929203539823, 0.24102564102564103, 0.3051948051948052
Hive, 0.4444444444444444, 0.4717948717948718, 0.4577114427860697
Maven, 0.2311111111111111, 0.26666666666666666, 0.2476190476190476
Poi, 0.36548223350253806, 0.36923076923076925, 0.36734693877551017
SpringFramework, 0.6666666666666666, 0.28717948717948716, 0.4014336917562724
Storm, 0.3352601156069364, 0.29743589743589743, 0.31521739130434784
Tomcat, 0.4021164021164021, 0.38974358974358975, 0.39583333333333337
Zookeeper, 0.5039370078740157, 0.3282051282051282, 0.3975155279503106
